1.825230272115597359e+02	-1.351044335974329726e+02	4.764669150781442113e+02	-3.963243984478764581e+00
6.453464944729325907e+02	-5.000038208643060216e+02	3.838238753187074082e+01	-8.634613098931620545e-01
-4.848914550043379563e+02	-6.546067829645850225e+02	-6.757471562774435370e+01	1.266874748834127651e+01
-3.696778217488588147e+00	-2.729236285501006023e+02	-3.074586100457935345e+02	9.014232546991525652e+00
4.562464659660403754e+01	4.041456972409084756e+02	7.038736088109193645e+01	-1.244341716651872431e+01
-7.941550558900084980e+02	-1.633548536768000474e+02	-3.406448184353826036e+01	8.544815171717473845e+00
5.872852568518878797e+02	-5.594888977270977648e+02	9.204002539274824812e+00	-1.272057343533102447e+01
2.801470474745208890e+02	-7.769131215862701083e+02	-3.280224869375726371e+01	1.383480697200755394e+01
-5.961001255314477731e+01	-3.304579662039428740e+02	-2.401194133402744626e+02	-8.239633321962311907e-01
8.018486944896094428e+02	-5.368979742927943732e+01	-7.965954506416804293e+01	4.825799522702719280e+00
5.245357867054823231e+01	-3.175467663669281819e+02	5.234110637443354790e+02	-1.795219442874558169e+01
4.101209766373447678e+02	1.429039482442223914e+02	3.773978888621317083e+02	-1.331618862435526651e+01
-6.646152228749166113e+01	-3.356934785828030954e+02	-2.059449905581703604e+02	1.199595014647507085e+01
3.639543394296777592e+02	7.326618096589038487e+02	-6.281666132000852087e+01	-1.368090602339996131e+01
4.450765994672440939e+01	1.191884032852248993e+03	-7.089723583537107743e+01	2.918598812502674278e+00
7.932466699169305002e+02	2.003107038347996749e+01	-9.248365654226145693e+01	5.711818048171536377e-01
-3.897723969585715054e+02	1.157837998053935564e+02	4.060168173237094607e+02	-1.524006102703225007e+00
-9.946598021965922953e+02	9.253858561590752743e+02	1.897076303472136090e+02	-1.748838282767074120e-02
1.726272257148622558e+01	-4.752217170497005441e+02	-2.290538630092973449e+02	-1.744122167908862764e+00
7.686519144889409745e+02	1.723520829782951580e+02	-2.264357502356205032e+01	-3.763865471762394499e+00
-6.244304480393944345e+01	-4.263012969710669609e+02	1.198449791810442235e+02	-9.167823562743647514e+00
-7.188378121307267747e+02	3.850198185004372817e+02	8.166503248995850583e+01	-5.640643522996381387e-01
4.027044422904717180e+02	-6.846757739688290485e+02	-7.604752515621542841e+01	1.362339376919288902e+01
7.215784441500103696e+01	4.230531911701439753e+02	1.239736188856182508e+02	-4.010800222839852935e+00
-7.984764063479047991e+01	-4.065980017982237769e+02	1.083794704923643621e+02	3.526228763024306545e+00
2.957993906275144695e+02	-7.324636629286120524e+02	-5.943467812837437236e+01	4.165301473298791635e+00
6.455905381425379730e+00	1.197346532369502029e+03	9.157661205145242178e+00	-4.042152452405199270e+00
1.135053734510903212e+02	-2.162136693881487020e+02	4.856660960163450227e+02	-3.765711616033776465e+00
-3.723246760907218231e+02	8.556870559646746699e+01	4.111927621302707507e+02	-2.110857506155269014e+00
9.792003725712597770e+02	9.138513382958802822e+02	2.107434772771233042e+02	-1.275176477893083060e+01
-5.531796790404137454e+01	1.126989657237163556e+03	2.421051771405440434e+02	-1.331351967408673231e-01
3.829764719870740208e+01	-5.009541219184144438e+02	-2.679393564085946196e+02	5.026522875835427229e+00
3.066311098106902477e+02	-7.207374936815671163e+02	-6.605824095868530321e+01	-1.031091820239109502e+01
