6.276767242476840920e+02	4.582854445517207864e+02	3.282307339651148368e+02	-3.963243984478764581e+00	2.633582670463662367e+01	6.776006268787689635e+00
-8.015363326905765007e+02	-9.016415299755513502e+01	-6.384504289056108917e+01	-1.739460281601007807e+01	-9.265211070483372779e+00	1.266874748834127651e+01
-8.003263663949145439e+02	-1.167896762107307751e+02	-6.826921688399475840e+01	9.014232546991525652e+00	3.512113669602889288e-01	-3.690074114197230970e-01
6.437257504578086653e+00	2.739332946742579793e+02	2.702626847896550544e+02	-9.948218622561856961e+00	-1.950196082501303607e+00	8.544815171717473845e+00
-3.164993527278843999e+01	2.362942958361340402e+02	-3.194480839980492419e+02	-1.272057343533102447e+01	-3.819509487788975477e+00	-2.900738252086411251e+01
6.414503700702064179e+02	5.085961343916940791e+02	4.557854237321749480e+01	-1.373364910576949427e+00	-1.273576135186445590e+01	-8.239633321962311907e-01
-3.842104339770386332e+02	-6.951079082091528107e+02	-8.673239167337817435e+01	4.825799522702719280e+00	-3.670664686571507129e+00	7.639617238031171986e+00
-4.217565857210186095e+02	-6.921439542186540166e+02	-7.786360734244586013e+01	-4.776579076478836505e+00	-1.898469508550997276e+01	-1.331618862435526651e+01
-4.318169171514875870e+01	-4.751354605363832206e+02	2.435622942926895576e+02	1.199595014647507085e+01	1.274720132862334765e+01	1.387564803163170879e+01
4.929474440165869282e+02	6.244042500228515564e+02	-6.183651278990303268e+01	-3.088665978499598452e+00	-7.678827295177843126e+00	2.918598812502674278e+00
4.927600348237514254e+02	2.686169833619410383e+02	3.537874230369208703e+02	5.711818048171536377e-01	3.538625252017485678e+00	-8.499792801321603974e+00
2.351575402054760104e+02	-9.311025883934465242e+01	4.542345641492992740e+02	2.063487981303328667e+00	-1.290996259862421347e+01	-1.748838282767074120e-02
-8.473210641993992454e+01	-3.868048868155363493e+02	-7.130192014131323219e+01	-1.744122167908862764e+00	-1.252668322507176768e+01	-1.587818203274240780e-01
-7.314857634898685319e+02	3.236584199540666305e+02	7.371730175195943957e+01	-1.173429564334243480e+01	1.288048257353564452e+01	-9.167823562743647514e+00
2.499423478181936531e+01	2.349517245424922294e+02	3.233324792891091306e+02	-5.640643522996381387e-01	-8.086787733572604608e+00	1.801148684316401294e+00
-2.541038803250820024e+02	-7.437329422074859622e+02	-3.606003428666608102e+01	1.815966917065989783e+00	-4.629490363290968524e+00	-4.010800222839852935e+00
-8.211826783712887163e+02	6.930567362945903369e+02	2.603529232999941883e+02	3.526228763024306545e+00	-6.435032912268793481e+00	8.248395315058624888e+00
7.818450758611127185e+02	6.526151720187688170e+02	2.734450335897890909e+02	-2.617403523925210695e+00	1.452887937595473744e+01	-4.042152452405199270e+00
5.086575388815673193e+01	1.062703192395814540e+02	3.840588680210253756e+02	-3.765711616033776465e+00	-9.577594010723766260e+00	2.026845183830071839e+00
-5.039605576458705514e+02	6.201787453701933828e+02	-5.396293203331060084e+01	-8.600666181051104531e-02	5.781388658151971782e+00	-1.275176477893083060e+01
-4.180394322616007940e+01	-7.528687870321234641e+02	-3.887996075304485544e+02	-1.331351967408673231e-01	7.008594755855793501e+00	-1.073743867395144136e+01
-8.091146276319312847e+02	-9.092261406605095431e+01	-6.277510599636687516e+01	1.703815934985970415e+01	-8.044182055336010606e+00	-1.031091820239109502e+01
-5.352553315067591484e+02	6.068034648382815703e+02	-2.539539182064569900e+01	-3.321594000676701519e+00	-8.594048203659403473e-01	-4.729517323440100895e+00
-6.558626540079066558e+01	-9.041205408584136194e+02	3.962428228314612966e+02	1.056177783583155438e+01	5.256742497013139115e+00	-9.370611851724618191e+00
4.016370277326876703e+01	5.630192129005051527e+01	3.943642321147803500e+02	-7.073213853802089446e+00	-5.904394683325481452e+00	1.164578544043271258e+01
-7.521601492403328848e+02	-2.620345786348777324e+02	3.968269711252030163e+01	-1.301649588194479179e+01	-1.641889578374879832e+01	-8.610046698989780367e+00
